ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike
29106,Single,Male,"40,000",0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Yes
29255,Single,Male,"80,000",3,Partial College,Professional,No,1,1-2 Miles,North America,51,Yes
26678,Single,Female,"80,000",2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,49,No
29106,Single,Male,"40,000",0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Yes
20598,Married,Male,"100,000",3,Partial High School,Professional,Yes,0,10+ Miles,Europe,59,Yes
26852,Married,Female,"20,000",3,High School,Manual,Yes,2,0-1 Miles,Europe,43,No
11061,Married,Male,,2,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Yes
24324,Single,Female,"60,000",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Yes
16549,Single,Female,"30,000",3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes
11641,Married,Male,"50,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,36,No
26219,Married,Female,"40,000",1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,33,Yes
20897,Married,Female,"30,000",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No
20923,Married,Female,"40,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Yes
17994,Single,Male,"20,000",2,High School,Manual,Yes,2,0-1 Miles,Europe,42,No
17907,Married,Female,"10,000",0,Partial College,Manual,Yes,1,2-5 Miles,Pacific,27,No
14063,Single,Female,"70,000",0,Bachelors,Professional,No,1,0-1 Miles,Pacific,42,Yes
25323,Married,Male,"40,000",2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,35,Yes
29301,Married,Male,"80,000",5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,40,No
25943,Single,Female,"70,000",0,Partial College,Skilled Manual,No,2,0-1 Miles,North America,27,Yes
29337,Single,Male,"30,000",2,Partial College,Clerical,Yes,2,5-10 Miles,Pacific,68,No
22381,Married,Male,"10,000",1,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,No
27090,Married,Female,"60,000",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,Yes
13873,Married,Male,"70,000",3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Yes
24357,Married,Male,,3,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Yes
15265,Single,Male,"40,000",2,Bachelors,Management,Yes,2,5-10 Miles,Pacific,66,Yes
11451,Single,Male,"70,000",0,Bachelors,Professional,No,4,10+ Miles,Pacific,31,Yes
27388,Married,Male,"60,000",3,Bachelors,Management,No,2,1-2 Miles,North America,66,No
18267,Married,Male,"60,000",3,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,43,No
23986,Married,Female,"20,000",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,66,Yes
11622,Married,Male,"50,000",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,No
27183,Single,Male,"40,000",2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,35,Yes
11783,Married,Female,"60,000",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,No
20758,Married,Male,"30,000",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,No
22010,Single,Male,"40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,No
14572,Married,Female,"70,000",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes
23027,Single,Male,"130,000",1,Bachelors,Management,No,4,0-1 Miles,North America,44,No
28269,Single,Female,"130,000",1,Bachelors,Management,No,1,2-5 Miles,North America,45,No
24981,Married,Male,"60,000",2,Partial College,Professional,Yes,2,10+ Miles,North America,56,No
16468,Single,Male,"30,000",0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,30,No
14192,Married,Male,"90,000",4,High School,Management,Yes,3,5-10 Miles,Europe,56,Yes
19193,Single,Male,"40,000",2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,35,Yes
26796,Single,Male,"40,000",2,Bachelors,Management,Yes,2,5-10 Miles,Pacific,65,Yes
25906,Single,Female,"10,000",5,High School,Skilled Manual,No,2,1-2 Miles,Pacific,62,No
24958,Single,Female,"40,000",5,High School,Professional,No,3,2-5 Miles,North America,60,Yes
25241,Married,Male,"90,000",2,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,47,No
25058,Married,Male,"100,000",1,Bachelors,Management,Yes,3,2-5 Miles,Pacific,47,No
14193,Single,Female,"100,000",3,Partial College,Management,Yes,4,10+ Miles,Europe,56,No
24485,Single,Male,"40,000",2,Bachelors,Management,No,1,5-10 Miles,Pacific,52,Yes
12705,Married,Male,"150,000",0,Bachelors,Management,Yes,4,0-1 Miles,Pacific,37,Yes
11225,Married,Female,"60,000",2,Partial College,Professional,Yes,1,10+ Miles,North America,55,No
17000,Single,Female,"70,000",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,43,Yes
18050,Married,Female,"60,000",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Yes
22500,Single,Male,"40,000",0,Bachelors,Professional,No,0,0-1 Miles,Europe,40,Yes
11199,Married,Female,"70,000",4,Bachelors,Management,Yes,1,10+ Miles,North America,59,No
13233,Married,Male,"60,000",2,Partial College,Professional,Yes,1,10+ Miles,North America,57,Yes
22175,Married,Female,"30,000",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,53,Yes
12205,Single,Female,"130,000",2,Bachelors,Management,No,4,0-1 Miles,North America,67,No
19562,Single,Female,"60,000",2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,37,Yes
23419,Single,Female,"70,000",5,Bachelors,Professional,Yes,3,10+ Miles,Pacific,39,No
18580,Married,Female,"60,000",2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,,Yes
27941,Married,Female,"80,000",4,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No
20401,Married,Female,"50,000",4,Bachelors,Management,Yes,2,1-2 Miles,North America,64,Yes
28997,Single,Male,"40,000",2,High School,Professional,No,1,2-5 Miles,North America,58,Yes
14092,Single,Male,"30,000",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,28,No
26032,Married,Female,"70,000",5,Bachelors,Professional,Yes,4,10+ Miles,Pacific,41,No
13151,Single,Male,"40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,No
27643,Single,Male,"70,000",5,Partial College,Professional,Yes,3,2-5 Miles,North America,44,No
17012,Married,Female,"60,000",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,42,Yes
19183,Single,Male,"10,000",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,No
12697,Single,Female,"90,000",0,Bachelors,Professional,No,4,10+ Miles,Pacific,36,No
18390,Married,,"80,000",5,Partial College,Professional,Yes,2,0-1 Miles,North America,44,No
24584,Single,Male,"60,000",0,Bachelors,Professional,No,3,2-5 Miles,Pacific,31,No
26385,Single,Male,"120,000",3,High School,Professional,No,4,5-10 Miles,Europe,50,No
19291,Single,Female,"10,000",2,High School,Manual,Yes,0,0-1 Miles,Europe,35,No
13154,Married,Male,"40,000",0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,Yes
24496,Single,Female,"40,000",0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Yes
21441,Married,Male,"50,000",4,Bachelors,Management,Yes,2,10+ Miles,North America,64,No
26944,Single,Male,,2,High School,Manual,Yes,0,0-1 Miles,Europe,36,Yes
22402,Married,Male,"10,000",0,Partial College,Manual,Yes,1,2-5 Miles,Pacific,25,Yes
15412,Married,Male,"130,000",2,Graduate Degree,Management,Yes,3,2-5 Miles,North America,69,No
27760,Single,Female,"40,000",0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,37,Yes
12207,Single,Male,"80,000",4,Bachelors,Management,Yes,,5-10 Miles,North America,66,Yes
28799,Single,Female,"40,000",2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Yes
11941,Single,Male,"60,000",0,Partial College,Skilled Manual,Yes,,5-10 Miles,North America,29,No
22046,Single,Female,"80,000",0,Bachelors,Management,No,1,0-1 Miles,North America,38,Yes
23105,Single,Male,"40,000",3,Partial High School,Clerical,No,2,5-10 Miles,Pacific,52,Yes
25347,Single,Female,"20,000",3,Partial High School,Clerical,No,2,0-1 Miles,North America,49,No
22864,Married,Male,"90,000",2,Partial College,Professional,No,0,5-10 Miles,North America,49,Yes
12452,Married,Male,"60,000",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Yes
14785,Single,Male,"30,000",1,Bachelors,Clerical,No,1,1-2 Miles,Europe,39,No
22330,Married,Male,"50,000",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,32,Yes
28488,Single,Male,"20,000",0,Partial College,Manual,Yes,0,0-1 Miles,Pacific,28,Yes
28043,Married,Female,"60,000",2,Bachelors,Management,Yes,0,10+ Miles,North America,56,No
13673,Single,Female,"20,000",,Partial High School,Manual,No,2,0-1 Miles,Europe,25,No
27941,Married,Female,"80,000",4,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No
17702,Married,Male,"10,000",1,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,37,No
19784,Married,Female,"80,000",2,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,50,Yes
16773,Married,Male,"60,000",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,No
14063,Single,Female,"70,000",0,Bachelors,Professional,No,1,0-1 Miles,Pacific,42,Yes
27494,Single,Female,"40,000",2,Partial College,Skilled Manual,No,2,1-2 Miles,Pacific,53,Yes
13507,Married,Female,"10,000",2,Partial College,Manual,Yes,0,1-2 Miles,Europe,50,No
11259,Married,Female,"100,000",4,Partial College,Professional,Yes,4,2-5 Miles,North America,41,Yes
28087,Single,Female,"40,000",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,No
23089,Married,Male,"40,000",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,No
23962,Married,Female,"10,000",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,32,No
20343,Married,Female,"90,000",4,Partial College,Professional,Yes,1,1-2 Miles,North America,45,No
14164,Single,Female,"50,000",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,Europe,36,Yes
24185,Single,Female,"10,000",1,High School,Manual,No,1,1-2 Miles,Europe,45,No
19477,Married,Male,"40,000",0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,40,Yes
20927,Single,Female,"20,000",5,High School,Manual,Yes,2,0-1 Miles,Europe,27,No
25605,Single,Female,"20,000",2,Partial College,Manual,No,1,0-1 Miles,Europe,54,Yes
22500,Single,Male,"40,000",0,Bachelors,Professional,No,0,0-1 Miles,Europe,40,Yes
12718,Single,Female,"30,000",0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,31,No
14865,Single,Male,"40,000",2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,36,No
26238,Single,Female,"40,000",3,Partial College,Clerical,Yes,1,1-2 Miles,North America,31,Yes
18711,Single,Female,"70,000",5,Bachelors,Professional,Yes,4,10+ Miles,Pacific,39,No
17960,Married,Female,"40,000",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,35,Yes
14777,Married,Female,"40,000",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
27643,Single,Male,"70,000",5,Partial College,Professional,Yes,3,2-5 Miles,North America,44,No
26941,Married,Male,"30,000",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes
22707,Single,Female,"30,000",0,Partial College,Clerical,No,1,2-5 Miles,Europe,30,No
11340,Married,Female,"10,000",1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,70,Yes
19235,Married,Female,"50,000",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,No
27169,Single,Male,"30,000",0,High School,Manual,Yes,1,2-5 Miles,Europe,34,Yes
14883,Married,Female,"30,000",1,Bachelors,Skilled Manual,Yes,1,5-10 Miles,North America,53,Yes
19618,Married,Male,"70,000",5,Partial College,Skilled Manual,Yes,2,0-1 Miles,Pacific,44,No
26582,Married,Male,"60,000",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,33,Yes
20729,Married,Female,"40,000",2,Partial College,Clerical,No,1,0-1 Miles,Europe,34,No
12744,Single,Female,"40,000",2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,33,No
27771,Single,Male,"30,000",1,Bachelors,Clerical,Yes,1,1-2 Miles,Europe,39,Yes
27040,Married,Male,"20,000",2,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,No
15501,Married,Male,"70,000",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes
22518,Single,Female,"30,000",3,Partial College,Clerical,No,2,0-1 Miles,Europe,27,Yes
14798,Single,Female,"10,000",4,Partial High School,Manual,Yes,2,0-1 Miles,Europe,41,Yes
16009,Single,Male,"170,000",1,Graduate Degree,Management,No,4,0-1 Miles,North America,66,No
18504,Married,Male,"70,000",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,49,No
25502,Married,Female,"40,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,Yes
13082,Single,Male,"130,000",0,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,48,Yes
15559,Married,Male,"60,000",5,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,No
23144,Married,Male,"50,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Yes
15839,Single,Male,"30,000",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,No
17471,Single,Female,"80,000",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,67,No
26412,Married,Female,"80,000",5,High School,Management,No,3,5-10 Miles,Europe,56,No
13760,Married,Male,"60,000",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,No
29052,Single,Male,"40,000",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,No
22221,Married,Male,"60,000",2,High School,Professional,No,2,1-2 Miles,North America,48,Yes
17504,Single,Female,"80,000",2,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Yes
21561,Single,Male,"90,000",0,Bachelors,Professional,No,3,10+ Miles,Pacific,34,Yes
21717,Married,Male,"40,000",2,Partial College,Clerical,Yes,1,0-1 Miles,North America,47,No
11935,Single,Female,"30,000",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,No
21451,Married,Female,"40,000",4,High School,Professional,Yes,2,10+ Miles,North America,61,No
16245,Single,Female,"80,000",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,No
22634,Single,Female,"40,000",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
19445,Married,Female,"10,000",2,High School,Manual,No,1,0-1 Miles,Europe,38,No
17482,Single,Female,"40,000",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,29,No
19143,Single,Female,"80,000",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Yes
19758,Single,Male,"60,000",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,No
19305,Single,Female,"10,000",2,High School,Manual,Yes,1,0-1 Miles,Europe,38,Yes
11663,Married,Male,"70,000",4,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Yes
25375,Married,Male,"50,000",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,34,No
19475,Married,Female,"40,000",0,Bachelors,Professional,No,0,0-1 Miles,Europe,40,Yes
20729,Married,Female,"40,000",2,Partial College,Clerical,No,1,0-1 Miles,Europe,34,No
13961,Married,Female,"80,000",5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,No
29298,Single,Female,"60,000",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,Yes
14514,Single,Female,"30,000",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,26,No
18160,Married,Male,"130,000",3,High School,Professional,Yes,4,5-10 Miles,Europe,51,Yes
14495,Married,Male,"40,000",3,Partial College,Professional,No,2,5-10 Miles,North America,54,Yes
23333,Married,Male,"40,000",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,30,No
24433,Married,Male,"70,000",3,High School,Professional,No,1,1-2 Miles,North America,52,Yes
20851,Single,Male,"20,000",0,Partial College,Manual,No,1,2-5 Miles,Europe,36,Yes
26886,Single,Female,"30,000",0,Partial College,Clerical,No,1,0-1 Miles,Europe,29,Yes
11275,Married,Female,"80,000",4,Graduate Degree,Management,Yes,2,0-1 Miles,North America,72,Yes
19664,Single,Male,"100,000",3,Bachelors,Management,No,3,1-2 Miles,North America,38,No
26547,Single,Female,"30,000",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,60,Yes
18517,Married,Male,"100,000",3,Bachelors,Management,Yes,4,0-1 Miles,North America,41,No
18674,Single,Female,"80,000",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,48,No
17519,Married,Female,"60,000",0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,No
14813,Single,Female,"20,000",4,High School,Manual,Yes,1,0-1 Miles,Europe,43,Yes
14832,Married,Male,"40,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Yes
17994,Single,Male,"20,000",2,High School,Manual,Yes,2,0-1 Miles,Europe,42,No
16200,Single,Female,"10,000",0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,No
20277,Married,Female,"30,000",2,Partial College,Clerical,No,2,0-1 Miles,Pacific,69,No
22175,Married,Female,"30,000",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,53,Yes
24871,Single,Female,"90,000",4,High School,Management,No,3,5-10 Miles,Europe,56,No
26575,Single,Female,"40,000",0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Yes
19133,Single,Male,"50,000",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Yes
15740,Married,Male,"80,000",5,Bachelors,Management,Yes,2,1-2 Miles,North America,64,No
25899,Married,Female,"70,000",2,High School,Professional,Yes,2,10+ Miles,North America,53,No
27494,Single,Female,"40,000",2,Partial College,Skilled Manual,No,2,1-2 Miles,Pacific,53,Yes
29181,Single,Female,"60,000",2,Bachelors,Professional,No,1,0-1 Miles,Pacific,38,Yes
21583,Married,Female,"50,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Yes
12231,Single,Female,"10,000",2,Partial College,Manual,Yes,0,0-1 Miles,Europe,51,Yes
20236,Single,Male,"60,000",3,Bachelors,Professional,No,2,0-1 Miles,Pacific,43,Yes
12581,Single,Female,"10,000",0,Partial College,Manual,No,1,0-1 Miles,Pacific,28,Yes
23200,Married,Female,"50,000",3,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,41,No
27393,Married,Female,"50,000",4,Bachelors,Management,Yes,2,10+ Miles,North America,63,No
18322,Single,Male,"30,000",0,Partial High School,Clerical,No,2,0-1 Miles,North America,26,No
23731,Married,Male,"60,000",2,High School,Professional,Yes,2,2-5 Miles,North America,54,Yes
11262,Married,Female,"80,000",4,Bachelors,Management,Yes,0,0-1 Miles,North America,42,No
23041,Single,Female,"70,000",4,High School,Professional,Yes,0,5-10 Miles,North America,50,Yes
14063,Single,Female,"70,000",0,Bachelors,Professional,No,1,0-1 Miles,Pacific,42,Yes
19914,Married,Male,"80,000",5,Bachelors,Management,Yes,2,2-5 Miles,Europe,62,No
19491,Single,Male,"30,000",2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,No
27261,Married,Male,"40,000",1,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,36,Yes
27941,Married,Female,"80,000",4,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No
25559,Single,Male,"20,000",0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,25,Yes
25313,Single,Male,"10,000",0,Partial High School,Manual,No,2,1-2 Miles,Europe,35,No
14900,Married,Female,"40,000",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,Yes
12029,Married,Male,"30,000",0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,No
18299,Married,Male,"70,000",5,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,44,No
24514,Married,Male,"40,000",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,30,No
21451,Married,Female,"40,000",4,High School,Professional,Yes,2,10+ Miles,North America,61,No
22976,Single,Male,"40,000",0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Yes
20754,Married,Male,"30,000",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,51,No
15287,Single,Female,"50,000",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Yes
17025,Single,Male,"50,000",0,Partial College,Skilled Manual,No,1,2-5 Miles,North America,39,Yes
26547,Single,Female,"30,000",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,60,Yes
22296,Married,,"70,000",0,Bachelors,Professional,No,1,0-1 Miles,North America,38,No
12133,Married,Female,"130,000",3,Partial College,Professional,Yes,3,5-10 Miles,Europe,50,Yes
25553,Married,Male,"30,000",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,65,Yes
27434,Single,Male,"70,000",4,Partial College,Professional,Yes,1,10+ Miles,North America,56,No
24279,Single,Male,"40,000",2,Partial College,Skilled Manual,No,2,1-2 Miles,Pacific,52,No
24416,Married,Male,"90,000",4,High School,Professional,Yes,2,1-2 Miles,North America,45,No
18058,Single,Female,"20,000",3,High School,Skilled Manual,Yes,2,2-5 Miles,North America,78,No
26167,Single,Female,"40,000",2,Bachelors,Management,No,1,5-10 Miles,Pacific,53,Yes
15922,Married,Male,"150,000",2,High School,Professional,Yes,4,0-1 Miles,Europe,48,No
13911,Single,Female,"80,000",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Yes
23712,Single,Female,"70,000",2,Bachelors,Management,Yes,1,10+ Miles,North America,59,No
18626,Single,Male,"40,000",2,Partial College,Clerical,Yes,,1-2 Miles,Europe,33,Yes
24151,Single,Male,"20,000",1,Bachelors,Clerical,No,0,0-1 Miles,Europe,51,No
18253,Married,Female,"80,000",5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,No
20839,Single,Female,"30,000",3,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,47,Yes
12768,Married,Male,"30,000",1,High School,Clerical,Yes,1,2-5 Miles,North America,52,Yes
13136,Married,Female,"30,000",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,69,No
11090,Single,Male,"90,000",2,Partial College,Professional,Yes,1,2-5 Miles,North America,48,Yes
22252,Single,Female,"60,000",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes
29134,Married,Male,"60,000",4,Bachelors,Skilled Manual,No,3,10+ Miles,North America,42,No
17048,Single,Female,"90,000",1,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Yes
23459,Married,Male,"60,000",2,High School,Professional,Yes,2,5-10 Miles,North America,50,No
20567,Married,Male,"130,000",4,Partial College,Professional,No,4,5-10 Miles,Europe,61,Yes
22005,Married,Female,"70,000",5,Partial College,Skilled Manual,No,3,5-10 Miles,Pacific,46,No
28564,Single,Female,"40,000",2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,33,Yes
20514,Married,Female,"70,000",2,Partial College,Professional,Yes,1,2-5 Miles,North America,59,No
22983,Single,Female,"30,000",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,27,No
21568,Married,Female,"100,000",0,High School,Management,Yes,4,10+ Miles,Pacific,34,Yes
17546,Married,Female,"70,000",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,Yes
20946,Single,Female,"30,000",0,Partial College,Clerical,No,1,2-5 Miles,Europe,30,No
26663,Single,Female,"60,000",2,Bachelors,Professional,No,1,0-1 Miles,Pacific,39,Yes
12663,Married,Female,"90,000",5,Partial High School,Skilled Manual,Yes,2,10+ Miles,Europe,59,No
27771,Single,Male,"30,000",1,Bachelors,Clerical,Yes,1,1-2 Miles,Europe,39,Yes
19508,Married,Male,"10,000",0,Partial High School,Manual,No,2,0-1 Miles,Europe,30,No
21587,Married,Female,"60,000",1,Graduate Degree,Skilled Manual,Yes,0,2-5 Miles,North America,34,Yes
19650,Married,Female,"30,000",2,Partial College,Clerical,No,2,0-1 Miles,Pacific,67,No
23358,Married,Male,"60,000",0,High School,Professional,Yes,2,5-10 Miles,North America,32,Yes
25681,Single,Female,"30,000",0,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Yes
20946,Single,Female,"30,000",0,Partial College,Clerical,No,1,2-5 Miles,Europe,30,No
28683,Single,Female,"10,000",1,High School,Manual,No,1,5-10 Miles,Europe,35,Yes
29237,Single,Female,"120,000",4,Partial College,Professional,Yes,3,5-10 Miles,North America,43,Yes
23455,Single,Male,"80,000",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,No
19305,Single,Female,"10,000",2,High School,Manual,Yes,1,0-1 Miles,Europe,38,Yes
28758,Married,Male,"40,000",2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,35,Yes
25343,Single,Female,"20,000",3,Partial High School,Clerical,Yes,2,1-2 Miles,North America,50,No
23908,Single,Male,"30,000",1,Bachelors,Clerical,No,1,0-1 Miles,Europe,39,Yes
14417,Single,Male,"60,000",3,High School,Professional,Yes,2,10+ Miles,North America,54,Yes
18267,Married,Male,"60,000",3,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,43,No
19747,Married,Male,"50,000",4,Bachelors,Management,Yes,2,10+ Miles,North America,63,No
19117,Single,Female,"60,000",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes
14238,Married,Male,"120,000",0,Partial High School,Professional,Yes,4,10+ Miles,Pacific,36,Yes
12234,Married,Male,"10,000",2,Partial College,Manual,Yes,1,2-5 Miles,Europe,52,No
17471,Single,Female,"80,000",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,67,No
25597,Single,Male,"30,000",0,Bachelors,Clerical,No,0,0-1 Miles,Europe,36,Yes
23993,Single,Female,"10,000",0,Partial College,Manual,No,1,0-1 Miles,Pacific,26,Yes
18294,Married,Female,"90,000",1,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,46,No
27753,Married,Male,"40,000",0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,No
13886,Married,Female,"70,000",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes
16895,Married,Female,"40,000",3,Partial College,Professional,No,2,1-2 Miles,North America,54,Yes
18949,Single,Male,"70,000",,Graduate Degree,Management,Yes,2,5-10 Miles,North America,74,Yes
25419,Single,Male,"50,000",2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,38,Yes
18594,Single,Female,"80,000",3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,40,Yes
26412,Married,Female,"80,000",5,High School,Management,No,3,5-10 Miles,Europe,56,No
16377,Single,Female,"80,000",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,No
21693,Single,Female,"60,000",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,No
19364,Married,Male,"40,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,Yes
21714,Single,Female,"80,000",5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,No
24140,Single,Male,"10,000",0,Graduate Degree,Manual,No,0,0-1 Miles,Europe,30,Yes
17699,Married,Male,"60,000",1,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,,No
17450,Married,Male,"80,000",5,Partial College,Professional,Yes,3,5-10 Miles,North America,45,No
